2020-01-26,2020-02-02,2020-02-08,2020-02-16,2020-02-23,2020-03-05,2020-03-15,2020-03-22,2020-03-29,2020-04-10,2020-04-19,2020-04-26,2020-05-01,2020-05-04,2020-05-07,2020-05-17,2020-05-24,2020-05-31,2020-06-09,2020-06-12,2020-06-14,2020-06-21,2020-06-28,2020-07-06,2020-07-19,2020-07-26,2020-08-03,2020-08-11,2020-08-16,2020-08-23,2020-08-30,2020-09-02,2020-09-08,2020-09-13,2020-09-20,2020-09-27,2020-10-05,2020-10-18,2020-10-25,2020-11-10,2020-11-15,2020-11-22,2020-11-29,2020-12-01,2020-12-04,2020-12-07,2020-12-13,2020-12-20,2020-12-27,2021-01-08,2021-01-17,2021-01-24,2021-01-31,2021-02-05,2021-02-14,2021-02-21,2021-02-28,2021-03-01,2021-03-10,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-07,2021-04-18,2021-04-25,2021-05-09,2021-05-12,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-02,2021-07-03,2021-07-11,2021-07-18,2021-07-25,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-19,2021-09-26,2021-10-01,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-04,2021-11-07,2021-11-14,2021-11-21,2021-11-28,x,y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15722311,41.20222425
0,0,0,0,0,0,0,0,1,0,2,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.886109,41.17070501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.50961816,41.1141928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1872518,41.30247638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.43477533,40.91031631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2389026,40.55373265
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.12273536,40.68780383
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76370451,41.02658593
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.12945112,40.88478639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.43968417,40.26286919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53408246,41.09060445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56083939,40.32264784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.59941459,40.20436553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15352535,40.4642883
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43124666,40.75294235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.95841837,39.24266513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40560696,39.52224558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.80957165,39.81164166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.72390815,39.49910309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39737512,39.70752857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.97163085,39.26349804
0,0,1,0,0,6,0,6,8,11,7,9,0,7,1,11,6,6,5,0,0,0,0,2,0,2,0,31,3,3,3,0,4,11,16,16,5,33,32,25,22,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77823347,37.78441107
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8457788,39.6252328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.59767773,38.25201754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.67112989,38.70119113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38359068,38.68044246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89554077,38.05836176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.56607879,37.72721545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08810483,38.37044472
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81075041,38.56324639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67816941,38.97759037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.50382926,38.85640999
0,0,0,0,0,1,0,0,1,5,2,5,0,2,0,1,1,0,8,0,0,0,0,0,1,2,0,44,8,7,12,0,0,6,7,4,0,3,8,1,39,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25419619,38.53878617
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5097541,37.50995151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70486617,37.91329721
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.32937685,36.97519742
0,0,0,0,0,23,0,11,35,7,48,38,0,65,0,4,4,1,5,16,0,0,0,0,0,0,0,27,1,5,4,0,1,5,7,6,12,8,14,12,28,25,24,0,62,0,15,8,18,6,42,60,90,1,67,37,36,22,2,13,10,6,9,0,4,3,10,0,4,1,1,3,1,4,2,97,17,0,2,3,6,11,9,10,2,6,3,19,3,3,0,0,8,3,0,0,0,-8.466015297,43.12492194
0,0,0,0,0,0,0,1,9,2,3,2,0,9,0,0,0,0,14,10,0,0,0,1,0,0,0,6,0,3,4,0,1,13,18,6,0,1,0,1,9,6,10,0,6,0,5,3,2,3,10,9,13,0,11,3,6,1,2,2,1,0,1,1,0,1,3,0,1,0,1,0,0,0,0,8,2,0,0,0,4,5,3,2,1,3,4,4,0,1,0,0,0,0,0,0,0,-7.448993196,43.01135834
0,0,0,0,0,11,0,2,8,12,15,14,0,40,0,4,1,0,0,4,0,0,0,1,0,0,0,15,1,0,1,0,1,5,4,3,5,25,31,10,14,17,5,0,31,0,8,4,1,0,7,12,21,0,12,8,8,1,1,0,4,0,1,0,1,1,2,0,1,1,0,0,0,0,0,28,1,0,1,3,3,5,3,4,0,1,1,4,0,0,0,0,0,0,0,0,0,-7.592005115,42.19554744
0,0,0,0,0,4,2,4,16,3,22,11,0,51,0,0,1,1,0,24,1,0,0,0,0,0,0,21,1,0,0,0,0,3,2,1,2,8,5,4,22,33,24,0,37,0,21,11,10,10,22,37,39,7,31,20,15,15,2,9,4,8,11,0,1,4,7,0,7,3,3,6,2,0,0,36,6,0,0,3,10,9,9,5,0,2,3,12,0,2,0,0,4,0,0,0,0,-8.455904305,42.43836465
0,0,0,0,0,26,1,20,37,6,43,49,0,34,3,15,8,10,2,114,3,3,0,8,0,0,0,122,0,1,0,0,0,3,2,3,14,15,43,7,145,133,164,0,65,0,93,64,39,11,30,69,65,5,65,53,51,33,2,22,19,23,17,1,10,11,5,0,6,6,1,4,0,3,1,69,29,0,3,6,13,7,10,4,7,4,2,25,3,0,3,0,17,2,0,0,0,-5.998209698,43.29177604
0,0,0,0,0,10,0,8,26,3,36,26,0,55,0,4,1,0,3,23,0,1,0,0,0,0,0,16,2,1,2,0,1,2,5,3,4,6,1,2,23,13,17,0,41,0,19,24,9,5,11,24,27,2,8,7,6,17,1,6,2,3,2,1,6,2,2,0,1,2,2,0,1,2,0,15,13,0,1,1,4,2,9,6,3,1,4,6,0,1,0,0,4,1,0,0,0,-4.035405401,43.19711282
0,0,1,0,0,6,24,52,67,13,36,13,0,80,1,5,7,3,5,12,1,0,0,0,1,0,2,11,0,5,10,0,2,12,8,12,6,5,5,11,10,15,12,0,62,0,11,16,12,2,5,12,10,4,18,11,11,12,0,4,2,9,1,0,4,4,3,0,2,4,5,2,1,3,2,20,9,0,1,4,1,3,6,5,5,3,1,13,1,1,1,0,6,0,0,0,0,-2.720537539,42.83616746
0,0,1,0,0,15,5,13,34,10,57,18,0,57,0,2,8,2,7,40,1,0,0,7,0,0,0,48,1,4,7,0,0,10,29,12,10,24,20,16,61,63,52,0,77,1,37,36,27,5,24,32,30,22,31,25,18,35,5,16,5,12,7,4,17,21,9,0,14,12,10,9,6,2,7,31,6,0,3,5,6,14,10,5,12,6,9,32,7,4,4,0,10,1,0,0,0,-2.195261654,43.14504896
0,0,2,0,0,63,3,44,109,23,120,79,0,169,2,28,22,19,40,52,8,1,3,18,1,0,2,36,6,13,24,0,4,35,48,32,41,27,25,19,47,46,44,0,159,0,64,47,46,20,62,86,71,22,56,49,45,37,11,28,22,29,32,8,34,39,19,0,24,17,18,18,13,8,10,79,32,0,8,14,15,23,26,28,27,21,24,41,8,15,8,0,38,7,0,0,0,-2.852045956,43.23959686
0,0,0,0,0,41,3,32,117,22,110,60,0,135,0,17,7,5,6,36,3,3,0,3,1,0,0,58,4,1,1,0,1,11,14,17,33,37,44,29,49,71,44,0,145,0,18,23,15,5,25,23,38,13,24,22,5,17,1,9,6,6,3,0,7,15,6,0,5,1,5,4,1,2,0,32,8,0,0,4,8,10,12,12,7,11,5,11,1,6,0,0,13,0,0,0,0,-1.646591663,42.66603368
0,0,0,0,0,10,4,27,55,12,60,28,0,82,1,5,9,1,6,19,0,0,3,2,0,0,0,21,0,2,3,0,0,7,17,12,13,8,15,5,20,15,20,0,69,0,6,4,9,12,16,16,27,3,26,11,6,3,0,6,4,4,4,0,5,1,2,0,6,2,0,3,1,0,3,28,4,0,0,4,8,7,4,5,3,1,1,6,0,0,0,0,3,0,0,0,0,-2.520762307,42.27539252
0,0,3,0,0,3,0,1,15,2,9,11,0,32,3,1,2,0,3,17,0,0,1,1,0,0,0,35,7,13,4,0,5,9,4,5,3,10,11,1,47,34,20,0,23,2,9,6,11,13,11,10,11,1,6,6,2,3,5,1,4,5,3,0,3,2,0,0,2,0,0,0,0,0,0,14,4,0,1,6,12,20,12,2,2,6,3,4,5,2,1,0,6,0,0,0,0,-0.073033449,42.20502266
0,0,4,0,0,6,0,4,13,6,15,5,0,17,0,1,2,2,2,10,1,1,0,2,0,0,0,25,3,6,0,0,9,7,6,15,4,2,6,8,26,20,20,0,33,0,10,4,11,3,7,12,10,0,8,17,4,4,3,2,5,1,4,1,1,2,1,0,0,0,0,5,2,0,0,11,5,0,0,0,2,1,2,1,0,0,4,10,1,2,0,0,0,0,0,0,0,-0.817305373,40.65978503
0,0,20,0,0,41,8,28,80,29,108,79,0,138,0,21,3,9,35,47,2,1,0,5,1,8,2,116,51,63,30,0,44,44,36,44,36,28,61,33,110,95,83,0,145,0,60,40,32,11,45,63,85,18,65,46,41,40,7,22,22,12,16,2,15,16,14,0,23,14,5,10,9,6,4,81,23,0,5,11,26,12,19,15,17,10,14,41,8,11,7,0,25,6,0,0,0,-1.062578395,41.61735334
0,0,6,0,0,338,290,1174,2008,270,817,567,0,1527,7,162,141,116,123,96,69,46,27,97,3,4,15,206,45,64,89,0,13,168,222,268,263,193,223,249,188,136,104,0,1087,1,93,98,110,49,221,354,403,91,284,242,177,109,25,128,108,91,103,13,110,117,83,0,59,71,43,38,20,21,16,312,146,0,11,15,67,93,89,89,90,45,20,178,16,13,4,0,114,4,0,0,0,-3.716346122,40.49535172
0,0,0,0,0,13,0,14,41,4,26,19,0,36,3,6,4,4,5,5,2,1,1,4,0,0,0,11,0,0,11,0,0,5,7,7,9,6,3,7,8,8,10,0,37,0,4,2,2,0,7,9,11,0,23,14,7,3,0,5,5,2,1,0,2,0,2,0,0,2,2,2,0,0,2,14,5,0,0,1,2,1,2,11,1,2,0,1,2,0,1,0,0,1,0,0,0,-4.948165775,40.57281648
0,0,0,0,0,30,4,16,38,17,38,27,0,53,3,5,2,7,5,41,7,7,3,5,0,0,0,28,0,3,3,0,0,7,14,6,10,11,12,4,44,50,42,0,34,0,41,22,12,12,7,9,13,4,8,5,7,13,0,8,12,8,7,0,4,3,9,0,4,4,1,2,1,1,0,16,7,0,2,8,11,13,8,7,3,4,2,10,1,1,0,0,6,2,0,0,0,-3.58490486,42.36788097
0,0,0,0,0,32,2,22,72,6,56,41,0,92,1,2,0,0,2,21,1,0,0,0,0,0,0,32,0,0,0,0,0,0,2,7,11,41,41,25,42,43,19,0,68,0,17,14,14,6,6,22,22,3,19,9,12,3,1,6,4,4,0,0,4,6,2,0,3,1,0,3,0,1,3,23,8,0,1,4,5,3,2,3,1,1,1,8,2,0,0,0,3,2,0,0,0,-5.839528474,42.62061885
0,0,0,0,0,5,0,0,20,3,18,12,0,26,0,3,2,0,4,19,1,3,0,3,0,0,0,22,0,0,0,0,0,1,3,5,6,6,13,11,23,17,14,0,15,0,21,13,18,11,20,17,27,2,20,16,8,12,1,8,5,3,5,1,4,4,0,0,2,3,1,2,0,1,3,24,9,0,0,7,12,11,7,2,3,3,0,18,0,0,0,0,5,0,0,0,0,-4.534582463,42.36959867
0,0,0,0,0,30,3,24,89,15,46,44,0,115,0,17,11,12,6,9,6,3,1,8,1,0,0,28,1,3,2,0,2,6,7,8,34,7,20,15,18,22,19,0,72,1,5,6,10,2,10,21,46,2,40,15,16,3,3,4,4,3,8,0,3,1,7,0,1,1,1,0,2,0,0,43,7,0,3,1,3,2,3,2,1,7,0,5,1,1,1,0,4,0,0,0,0,-6.066381589,40.80633549
0,0,0,0,0,10,3,34,81,5,42,30,0,88,1,5,4,8,0,4,2,3,0,2,1,1,0,6,0,1,4,0,1,0,2,1,8,6,3,2,5,9,9,0,81,2,7,1,2,2,10,28,29,4,15,8,2,1,0,2,3,4,2,0,4,0,0,0,1,0,0,0,1,0,0,17,1,0,0,0,1,1,1,2,1,0,0,5,0,0,0,0,2,0,0,0,0,-4.053280253,41.16988995
0,0,0,0,0,14,0,17,42,3,19,17,0,40,0,3,2,5,0,8,2,4,1,4,0,0,0,9,1,0,1,0,0,1,0,3,12,3,4,4,7,5,4,0,42,0,6,3,5,2,3,13,20,2,13,12,12,1,0,9,7,2,3,0,1,2,1,0,2,2,0,0,0,0,0,21,10,0,0,0,2,1,2,1,1,0,0,1,0,0,1,0,2,0,0,0,0,-2.585888662,41.6208625
0,0,1,0,0,40,0,15,65,29,83,60,0,83,1,12,13,12,7,44,7,11,3,7,0,0,0,59,3,2,7,0,1,11,10,22,23,31,42,38,79,61,38,0,108,2,19,25,17,4,23,35,43,9,37,22,30,10,1,15,13,13,10,4,9,10,11,0,7,1,0,2,6,3,2,41,19,0,1,5,12,8,10,15,10,11,7,23,1,6,2,0,14,0,0,0,0,-4.84761833,41.63345078
0,0,0,0,0,8,0,3,17,16,27,17,0,21,0,4,1,5,1,22,1,0,0,2,0,0,0,31,0,0,4,0,0,7,9,14,6,9,17,10,27,27,34,0,28,0,8,18,10,0,8,10,16,2,7,4,6,7,0,2,0,1,2,0,1,4,3,0,1,1,1,3,0,0,1,20,4,0,0,1,4,6,6,5,3,3,3,4,0,0,1,0,0,0,0,0,0,-5.981490601,41.72905556
0,0,0,0,0,24,10,52,104,4,57,39,0,120,1,10,8,6,7,9,2,0,2,3,1,0,0,11,1,0,3,0,0,2,5,3,22,3,3,4,11,17,12,0,64,1,13,10,8,0,16,28,33,0,15,10,6,12,1,3,0,3,1,0,1,0,5,0,0,0,0,0,0,0,0,24,3,0,0,3,4,5,3,6,1,0,1,16,0,1,0,0,2,0,0,0,0,-1.981492509,38.82492383
0,0,0,0,0,41,9,89,252,18,125,76,0,231,0,25,13,15,5,7,1,0,0,4,0,0,1,11,3,1,6,0,3,9,19,25,35,7,9,9,14,12,17,0,191,1,7,14,13,2,54,75,71,4,25,20,7,15,3,4,5,6,3,1,5,6,2,0,6,5,5,1,0,0,1,52,12,0,1,1,4,9,11,13,2,3,2,32,2,3,1,0,4,0,0,0,0,-3.827641505,38.92508413
0,0,1,0,0,19,3,26,61,12,41,23,0,58,0,6,3,2,0,5,2,1,0,1,0,0,0,6,2,0,1,0,1,1,2,4,11,9,7,11,8,12,10,0,52,0,5,7,4,1,18,20,33,1,13,5,6,2,1,1,1,1,0,1,0,4,2,0,1,0,0,0,1,1,0,38,5,0,0,1,4,2,1,5,1,4,3,6,0,0,0,0,0,1,0,0,0,-2.194661689,39.89408016
0,0,2,0,0,14,1,26,71,5,34,30,0,33,1,6,4,0,0,15,2,2,2,1,4,1,0,12,0,3,2,0,0,3,6,5,12,12,11,14,10,16,14,0,22,0,13,12,12,2,12,13,14,4,21,14,13,16,0,5,6,5,2,0,7,9,7,0,1,0,4,1,2,0,0,34,5,0,0,0,7,1,7,4,4,3,0,9,1,0,0,0,4,1,0,0,0,-2.625360404,40.81318661
